Player,Nation,Pos,Squad,stats_Age,stats_Born,stats_Playing Time_MP,stats_Playing Time_Starts,stats_Playing Time_Min,stats_Playing Time_90s,stats_Performance_Gls,stats_Performance_Ast,stats_Performance_G+A,stats_Performance_G-PK,stats_Performance_PK,stats_Performance_PKatt,stats_Performance_CrdY,stats_Performance_CrdR,stats_Expected_xG,stats_Expected_npxG,stats_Expected_xAG,stats_Expected_npxG+xAG,stats_Progression_PrgC,stats_Progression_PrgP,stats_Progression_PrgR,stats_Per 90 Minutes_Gls,stats_Per 90 Minutes_Ast,stats_Per 90 Minutes_G+A,stats_Per 90 Minutes_G-PK,stats_Per 90 Minutes_G+A-PK,stats_Per 90 Minutes_xG,stats_Per 90 Minutes_xAG,stats_Per 90 Minutes_xG+xAG,stats_Per 90 Minutes_npxG,stats_Per 90 Minutes_npxG+xAG,stats_Matches,keepers_Age,keepers_Born,keepers_Playing Time_MP,keepers_Playing Time_Starts,keepers_Playing Time_Min,keepers_Playing Time_90s,keepers_Performance_GA,keepers_Performance_GA90,keepers_Performance_SoTA,keepers_Performance_Saves,keepers_Performance_Save%,keepers_Performance_W,keepers_Performance_D,keepers_Performance_L,keepers_Performance_CS,keepers_Performance_CS%,keepers_Penalty Kicks_PKatt,keepers_Penalty Kicks_PKA,keepers_Penalty Kicks_PKsv,keepers_Penalty Kicks_PKm,keepers_Penalty Kicks_Save%,keepers_Matches,shooting_Age,shooting_Born,shooting_90s,shooting_Standard_Gls,shooting_Standard_Sh,shooting_Standard_SoT,shooting_Standard_SoT%,shooting_Standard_Sh/90,shooting_Standard_SoT/90,shooting_Standard_G/Sh,shooting_Standard_G/SoT,shooting_Standard_Dist,shooting_Standard_FK,shooting_Standard_PK,shooting_Standard_PKatt,shooting_Expected_xG,shooting_Expected_npxG,shooting_Expected_npxG/Sh,shooting_Expected_G-xG,shooting_Expected_np:G-xG,shooting_Matches,passing_Age,passing_Born,passing_90s,passing_Total_Cmp,passing_Total_Att,passing_Total_Cmp%,passing_Total_TotDist,passing_Total_PrgDist,passing_Short_Cmp,passing_Short_Att,passing_Short_Cmp%,passing_Medium_Cmp,passing_Medium_Att,passing_Medium_Cmp%,passing_Long_Cmp,passing_Long_Att,passing_Long_Cmp%,passing_Ast,passing_xAG,passing_Expected_xA,passing_Expected_A-xAG,passing_KP,passing_1/3,passing_PPA,passing_CrsPA,passing_PrgP,passing_Matches,gca_Age,gca_Born,gca_90s,gca_SCA_SCA,gca_SCA_SCA90,gca_SCA Types_PassLive,gca_SCA Types_PassDead,gca_SCA Types_TO,gca_SCA Types_Sh,gca_SCA Types_Fld,gca_SCA Types_Def,gca_GCA_GCA,gca_GCA_GCA90,gca_GCA Types_PassLive,gca_GCA Types_PassDead,gca_GCA Types_TO,gca_GCA Types_Sh,gca_GCA Types_Fld,gca_GCA Types_Def,gca_Matches,defense_Age,defense_Born,defense_90s,defense_Tackles_Tkl,defense_Tackles_TklW,defense_Tackles_Def 3rd,defense_Tackles_Mid 3rd,defense_Tackles_Att 3rd,defense_Challenges_Tkl,defense_Challenges_Att,defense_Challenges_Tkl%,defense_Challenges_Lost,defense_Blocks_Blocks,defense_Blocks_Sh,defense_Blocks_Pass,defense_Int,defense_Tkl+Int,defense_Clr,defense_Err,defense_Matches,possession_Age,possession_Born,possession_90s,possession_Touches_Touches,possession_Touches_Def Pen,possession_Touches_Def 3rd,possession_Touches_Mid 3rd,possession_Touches_Att 3rd,possession_Touches_Att Pen,possession_Touches_Live,possession_Take-Ons_Att,possession_Take-Ons_Succ,possession_Take-Ons_Succ%,possession_Take-Ons_Tkld,possession_Take-Ons_Tkld%,possession_Carries_Carries,possession_Carries_TotDist,possession_Carries_PrgDist,possession_Carries_PrgC,possession_Carries_1/3,possession_Carries_CPA,possession_Carries_Mis,possession_Carries_Dis,possession_Receiving_Rec,possession_Receiving_PrgR,possession_Matches,misc_Age,misc_Born,misc_90s,misc_Performance_CrdY,misc_Performance_CrdR,misc_Performance_2CrdY,misc_Performance_Fls,misc_Performance_Fld,misc_Performance_Off,misc_Performance_Crs,misc_Performance_Int,misc_Performance_TklW,misc_Performance_PKwon,misc_Performance_PKcon,misc_Performance_OG,misc_Performance_Recov,misc_Aerial Duels_Won,misc_Aerial Duels_Lost,misc_Aerial Duels_Won%,misc_Matches
Rodrigo Gomes,POR,"DF,FW",Wolves,21-278,2003,18,6,595,6.6,1,0,1,1,0,0,0,0,0.4,0.4,0.8,1.2,19,23,57,0.15,0.00,0.15,0.15,0.15,0.05,0.12,0.18,0.05,0.18,Matches,,,,,,,,,,,,,,,,,,,,,,,21-278,2003,6.6,1,4,2,50.0,0.61,0.30,0.25,0.50,15.9,0,0,0,0.4,0.4,0.09,+0.6,+0.6,Matches,21-278,2003,6.6,152,230,66.1,2270,814,89,115,77.4,54,79,68.4,6,22,27.3,0,0.8,0.7,-0.8,10,10,12,4,23,Matches,21-278,2003,6.6,16,2.42,14,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches,21-278,2003,6.6,19,12,10,9,0,9,17,52.9,8,8,1,7,5,24,17,1,Matches,21-278,2003,6.6,311,22,73,109,134,23,311,11,3,27.3,6,54.5,155,1056,643,19,13,7,14,6,179,57,Matches,21-278,2003,6.6,0,0,0,2,4,0,19,5,12,0,0,0,22,5,15,25.0,Matches
Rodrigo Muniz,BRA,FW,Fulham,23-342,2001,30,7,908,10.1,8,1,9,8,0,0,1,0,5.5,5.5,0.7,6.3,5,26,31,0.79,0.10,0.89,0.79,0.89,0.55,0.07,0.62,0.55,0.62,Matches,,,,,,,,,,,,,,,,,,,,,,,23-342,2001,10.1,8,36,17,47.2,3.57,1.69,0.22,0.47,12.0,0,0,0,5.5,5.5,0.15,+2.5,+2.5,Matches,23-342,2001,10.1,89,137,65.0,1490,505,44,65,67.7,30,43,69.8,11,13,84.6,1,0.7,0.2,+0.3,7,12,3,0,26,Matches,23-342,2001,10.1,14,1.39,8,0,2,2,1,1,2,0.20,1,0,1,0,0,0,Matches,23-342,2001,10.1,10,5,3,5,2,4,4,100.0,0,9,2,7,5,15,12,0,Matches,23-342,2001,10.1,301,12,25,157,123,52,301,18,6,33.3,9,50.0,154,628,169,5,4,2,47,24,230,31,Matches,23-342,2001,10.1,1,0,0,11,28,3,1,5,5,0,0,0,12,64,63,50.4,Matches
Roméo Lavia,BEL,MF,Chelsea,21-095,2004,11,8,541,6.0,0,1,1,0,0,0,4,0,0.2,0.2,0.7,0.9,3,18,6,0.00,0.17,0.17,0.00,0.17,0.03,0.11,0.14,0.03,0.14,Matches,,,,,,,,,,,,,,,,,,,,,,,21-095,2004,6.0,0,1,0,0.0,0.17,0.00,0.00,,16.0,0,0,0,0.2,0.2,0.18,-0.2,-0.2,Matches,21-095,2004,6.0,269,293,91.8,4535,1211,127,141,90.1,125,130,96.2,14,17,82.4,1,0.7,0.3,+0.3,6,35,3,0,18,Matches,21-095,2004,6.0,11,1.83,11,0,0,0,0,0,2,0.33,2,0,0,0,0,0,Matches,21-095,2004,6.0,17,10,5,9,3,7,14,50.0,7,6,0,6,11,28,5,0,Matches,21-095,2004,6.0,344,12,86,209,53,1,344,12,7,58.3,5,41.7,204,935,407,3,8,0,1,6,249,6,Matches,21-095,2004,6.0,4,0,0,10,3,0,0,11,10,0,1,0,28,7,2,77.8,Matches
Ross Barkley,ENG,MF,Aston Villa,31-127,1993,16,3,554,6.2,3,1,4,3,0,0,3,0,1.7,1.7,0.6,2.3,14,32,8,0.49,0.16,0.65,0.49,0.65,0.27,0.09,0.37,0.27,0.37,Matches,,,,,,,,,,,,,,,,,,,,,,,31-127,1993,6.2,3,14,4,28.6,2.27,0.65,0.21,0.75,13.8,0,0,0,1.7,1.7,0.12,+1.3,+1.3,Matches,31-127,1993,6.2,317,367,86.4,4962,1155,164,186,88.2,134,145,92.4,13,18,72.2,1,0.6,0.4,+0.4,8,29,6,0,32,Matches,31-127,1993,6.2,16,2.60,13,1,2,0,0,0,3,0.49,3,0,0,0,0,0,Matches,31-127,1993,6.2,13,3,4,9,0,9,13,69.2,4,9,3,6,9,22,5,0,Matches,31-127,1993,6.2,429,16,68,255,112,17,429,10,8,80.0,2,20.0,254,1377,640,14,13,2,5,8,302,8,Matches,31-127,1993,6.2,3,0,0,8,3,0,1,9,3,0,0,0,40,6,4,60.0,Matches
Ross Stewart,SCO,"FW,MF",Southampton,28-274,1996,5,1,140,1.6,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,1,5,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches,,,,,,,,,,,,,,,,,,,,,,,28-274,1996,1.6,0,2,0,0.0,1.29,0.00,0.00,,12.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,28-274,1996,1.6,39,48,81.3,585,59,17,20,85.0,19,21,90.5,0,1,0.0,0,0.0,0.0,0.0,0,1,1,0,1,Matches,28-274,1996,1.6,2,1.29,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,28-274,1996,1.6,0,0,0,0,0,0,4,0.0,4,3,0,3,0,0,4,0,Matches,28-274,1996,1.6,64,5,13,32,19,2,64,2,1,50.0,1,50.0,36,152,59,1,0,0,1,5,49,5,Matches,28-274,1996,1.6,1,0,0,3,5,1,0,0,0,0,0,0,2,4,7,36.4,Matches
Ryan Christie,SCO,MF,Bournemouth,30-048,1995,29,27,2117,23.5,2,3,5,2,0,0,9,0,1.8,1.8,3.5,5.4,34,137,44,0.09,0.13,0.21,0.09,0.21,0.08,0.15,0.23,0.08,0.23,Matches,,,,,,,,,,,,,,,,,,,,,,,30-048,1995,23.5,2,33,12,36.4,1.40,0.51,0.06,0.17,19.6,0,0,0,1.8,1.8,0.06,+0.2,+0.2,Matches,30-048,1995,23.5,837,1056,79.3,14882,4269,368,417,88.2,378,430,87.9,82,168,48.8,3,3.5,3.0,-0.5,41,118,33,5,137,Matches,30-048,1995,23.5,85,3.62,72,7,0,3,2,1,9,0.38,8,1,0,0,0,0,Matches,30-048,1995,23.5,54,33,19,27,8,27,64,42.2,37,44,11,33,30,84,51,3,Matches,30-048,1995,23.5,1376,74,256,773,372,46,1376,48,23,47.9,22,45.8,726,3802,1773,34,40,8,44,25,777,44,Matches,30-048,1995,23.5,9,0,0,43,31,1,48,30,33,0,0,0,182,20,28,41.7,Matches
Ryan Fraser,SCO,"FW,DF",Southampton,31-046,1994,8,4,306,3.4,0,0,0,0,0,0,0,1,0.0,0.0,0.1,0.1,10,8,18,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches,,,,,,,,,,,,,,,,,,,,,,,31-046,1994,3.4,0,1,1,100.0,0.29,0.29,0.00,0.00,31.6,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,31-046,1994,3.4,77,103,74.8,1121,208,43,46,93.5,28,40,70.0,3,10,30.0,0,0.1,0.1,-0.1,2,3,1,0,8,Matches,31-046,1994,3.4,5,1.47,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,31-046,1994,3.4,6,2,2,4,0,4,6,66.7,2,1,1,0,1,7,9,0,Matches,31-046,1994,3.4,131,12,45,50,37,3,131,3,2,66.7,1,33.3,74,492,252,10,5,2,4,2,94,18,Matches,31-046,1994,3.4,0,1,0,1,4,1,12,1,2,0,1,0,10,2,3,40.0,Matches
Ryan Gravenberch,NED,MF,Liverpool,22-330,2002,31,31,2651,29.5,0,3,3,0,0,0,5,0,0.9,0.9,2.8,3.7,59,149,49,0.00,0.10,0.10,0.00,0.10,0.03,0.10,0.13,0.03,0.13,Matches,,,,,,,,,,,,,,,,,,,,,,,22-330,2002,29.5,0,15,4,26.7,0.51,0.14,0.00,0.00,24.0,0,0,0,0.9,0.9,0.06,-0.9,-0.9,Matches,22-330,2002,29.5,1473,1654,89.1,21936,5416,810,878,92.3,562,613,91.7,54,88,61.4,3,2.8,3.1,+0.2,24,126,28,1,149,Matches,22-330,2002,29.5,56,1.90,49,0,4,2,0,1,6,0.20,6,0,0,0,0,0,Matches,22-330,2002,29.5,56,28,22,24,10,27,45,60.0,18,32,9,23,53,109,53,0,Matches,22-330,2002,29.5,1997,98,412,1175,436,22,1997,67,31,46.3,25,37.3,1196,6290,3171,59,65,9,43,19,1431,49,Matches,22-330,2002,29.5,5,0,0,38,43,0,6,53,28,0,0,0,166,21,11,65.6,Matches
Ryan Manning,IRL,DF,Southampton,28-301,1996,19,14,1114,12.4,0,0,0,0,0,0,2,0,0.3,0.3,2.6,2.9,12,24,61,0.00,0.00,0.00,0.00,0.00,0.02,0.21,0.23,0.02,0.23,Matches,,,,,,,,,,,,,,,,,,,,,,,28-301,1996,12.4,0,5,0,0.0,0.40,0.00,0.00,,18.6,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches,28-301,1996,12.4,495,617,80.2,8289,2501,250,269,92.9,194,234,82.9,41,83,49.4,0,2.6,2.4,-2.6,24,15,10,7,24,Matches,28-301,1996,12.4,35,2.83,17,17,0,0,0,1,1,0.08,0,1,0,0,0,0,Matches,28-301,1996,12.4,26,16,15,9,2,13,23,56.5,10,18,11,7,15,41,33,0,Matches,28-301,1996,12.4,746,54,205,301,249,21,746,31,11,35.5,13,41.9,372,1596,779,12,10,4,16,5,440,61,Matches,28-301,1996,12.4,2,0,0,14,26,0,61,15,16,0,0,0,53,9,5,64.3,Matches
Ryan Sessegnon,ENG,"FW,DF",Fulham,24-328,2000,9,2,191,2.1,3,1,4,3,0,0,0,0,0.8,0.8,0.6,1.4,6,2,16,1.41,0.47,1.88,1.41,1.88,0.40,0.26,0.66,0.40,0.66,Matches,,,,,,,,,,,,,,,,,,,,,,,24-328,2000,2.1,3,7,5,71.4,3.30,2.36,0.43,0.60,12.1,0,0,0,0.8,0.8,0.12,+2.2,+2.2,Matches,24-328,2000,2.1,40,53,75.5,531,139,28,34,82.4,9,12,75.0,1,1,100.0,1,0.6,0.5,+0.4,4,1,1,0,2,Matches,24-328,2000,2.1,7,3.30,6,0,0,0,1,0,2,0.94,2,0,0,0,0,0,Matches,24-328,2000,2.1,6,1,3,2,1,2,5,40.0,3,3,0,3,2,8,3,0,Matches,24-328,2000,2.1,90,2,21,31,39,16,90,8,3,37.5,5,62.5,44,320,191,6,3,6,4,6,51,16,Matches,24-328,2000,2.1,0,0,0,7,1,0,3,2,1,0,0,0,9,3,3,50.0,Matches
Ryan Yates,ENG,MF,Nott'ham Forest,27-141,1997,28,17,1726,19.2,2,1,3,2,0,0,8,0,2.3,2.3,1.1,3.4,17,45,12,0.10,0.05,0.16,0.10,0.16,0.12,0.06,0.18,0.12,0.18,Matches,,,,,,,,,,,,,,,,,,,,,,,27-141,1997,19.2,2,31,9,29.0,1.62,0.47,0.06,0.22,18.9,0,0,0,2.3,2.3,0.07,-0.3,-0.3,Matches,27-141,1997,19.2,554,672,82.4,8075,1733,296,334,88.6,198,228,86.8,26,46,56.5,1,1.1,0.5,-0.1,17,44,4,0,45,Matches,27-141,1997,19.2,35,1.82,24,0,1,6,2,2,3,0.16,2,0,0,1,0,0,Matches,27-141,1997,19.2,39,21,22,13,4,16,35,45.7,19,32,8,24,24,63,55,1,Matches,27-141,1997,19.2,929,70,244,456,239,37,929,18,9,50.0,5,27.8,378,1848,849,17,18,1,22,18,486,12,Matches,27-141,1997,19.2,8,0,0,48,46,6,3,24,21,0,0,0,89,40,25,61.5,Matches
Rúben Dias,POR,DF,Manchester City,27-332,1997,20,18,1641,18.2,0,0,0,0,0,0,4,0,1.3,1.3,0.3,1.5,30,102,6,0.00,0.00,0.00,0.00,0.00,0.07,0.01,0.08,0.07,0.08,Matches,,,,,,,,,,,,,,,,,,,,,,,27-332,1997,18.2,0,15,4,26.7,0.82,0.22,0.00,0.00,19.5,0,0,0,1.3,1.3,0.08,-1.3,-1.3,Matches,27-332,1997,18.2,1577,1685,93.6,27269,8899,665,686,96.9,812,845,96.1,81,116,69.8,0,0.3,0.9,-0.3,5,150,5,0,102,Matches,27-332,1997,18.2,19,1.04,13,0,0,4,0,2,0,0.00,0,0,0,0,0,0,Matches,27-332,1997,18.2,13,7,5,7,1,5,8,62.5,3,14,12,2,17,30,46,3,Matches,27-332,1997,18.2,1813,165,592,987,237,19,1813,3,2,66.7,1,33.3,1286,7393,4343,30,51,1,5,1,1474,6,Matches,27-332,1997,18.2,4,0,0,10,6,0,2,17,7,0,0,1,56,26,19,57.8,Matches
Sam Johnstone,ENG,GK,Wolves,32-017,1993,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,32-017,1993,7,7,630,7.0,17,2.43,39,23,61.5,0,1,6,0,0.0,2,2,0,0,0.0,Matches,32-017,1993,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,32-017,1993,7.0,184,278,66.2,5548,4270,31,32,96.9,80,82,97.6,72,160,45.0,0,0.0,0.0,0.0,1,6,0,0,0,Matches,32-017,1993,7.0,2,0.29,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,32-017,1993,7.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,7,0,Matches,32-017,1993,7.0,306,229,304,2,0,0,306,0,0,,0,,196,1221,756,0,0,0,0,0,179,0,Matches,32-017,1993,7.0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,100.0,Matches
Sam Morsy,EGY,MF,Ipswich Town,33-213,1991,26,24,2150,23.9,1,1,2,1,0,0,8,0,0.3,0.3,0.7,1.1,13,98,9,0.04,0.04,0.08,0.04,0.08,0.01,0.03,0.04,0.01,0.04,Matches,,,,,,,,,,,,,,,,,,,,,,,33-213,1991,23.9,1,9,2,22.2,0.38,0.08,0.11,0.50,26.3,0,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches,33-213,1991,23.9,1020,1175,86.8,16265,4410,537,576,93.2,393,428,91.8,64,108,59.3,1,0.7,1.1,+0.3,16,123,13,2,98,Matches,33-213,1991,23.9,35,1.47,32,3,0,0,0,0,2,0.08,2,0,0,0,0,0,Matches,33-213,1991,23.9,55,31,29,22,4,23,54,42.6,31,24,9,15,25,80,37,4,Matches,33-213,1991,23.9,1362,69,394,781,200,4,1362,19,11,57.9,6,31.6,705,3733,1579,13,20,2,13,9,930,9,Matches,33-213,1991,23.9,8,0,0,40,20,0,11,25,31,0,1,1,124,12,21,36.4,Matches
Sammie Szmodics,IRL,"FW,MF",Ipswich Town,29-199,1995,19,13,979,10.9,4,0,4,4,0,0,2,0,3.4,3.4,0.2,3.6,16,18,46,0.37,0.00,0.37,0.37,0.37,0.31,0.02,0.33,0.31,0.33,Matches,,,,,,,,,,,,,,,,,,,,,,,29-199,1995,10.9,4,21,12,57.1,1.93,1.10,0.19,0.33,14.0,0,0,0,3.4,3.4,0.16,+0.6,+0.6,Matches,29-199,1995,10.9,144,194,74.2,2402,702,67,77,87.0,54,64,84.4,15,29,51.7,0,0.2,0.5,-0.2,4,10,4,1,18,Matches,29-199,1995,10.9,9,0.83,7,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches,29-199,1995,10.9,15,9,4,9,2,6,23,26.1,17,10,2,8,6,21,14,0,Matches,29-199,1995,10.9,309,17,80,119,116,33,309,12,4,33.3,6,50.0,174,989,399,16,8,7,24,17,189,46,Matches,29-199,1995,10.9,2,0,0,9,8,8,13,6,9,0,1,0,41,6,11,35.3,Matches
Sander Berge,NOR,MF,Fulham,27-056,1998,24,20,1824,20.3,0,0,0,0,0,0,4,0,0.2,0.2,0.6,0.8,20,94,8,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches,,,,,,,,,,,,,,,,,,,,,,,27-056,1998,20.3,0,2,0,0.0,0.10,0.00,0.00,,7.6,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches,27-056,1998,20.3,890,982,90.6,15889,3769,368,404,91.1,423,451,93.8,84,100,84.0,0,0.6,0.5,-0.6,17,96,3,0,94,Matches,27-056,1998,20.3,39,1.92,34,1,1,1,0,2,2,0.10,2,0,0,0,0,0,Matches,27-056,1998,20.3,48,28,22,22,4,25,35,71.4,10,24,8,16,19,67,30,1,Matches,27-056,1998,20.3,1143,68,317,665,166,11,1143,16,9,56.3,5,31.3,658,3474,1502,20,18,2,9,13,726,8,Matches,27-056,1998,20.3,4,0,0,25,5,0,3,19,28,0,0,0,107,25,16,61.0,Matches
Sandro Tonali,ITA,MF,Newcastle Utd,24-338,2000,28,20,1910,21.2,2,1,3,2,0,0,5,0,3.2,3.2,0.7,3.9,29,87,38,0.09,0.05,0.14,0.09,0.14,0.15,0.03,0.18,0.15,0.18,Matches,,,,,,,,,,,,,,,,,,,,,,,24-338,2000,21.2,2,25,8,32.0,1.18,0.38,0.08,0.25,18.8,2,0,0,3.2,3.2,0.13,-1.2,-1.2,Matches,24-338,2000,21.2,868,1050,82.7,13297,3463,488,546,89.4,302,354,85.3,48,88,54.5,1,0.7,1.2,+0.3,12,74,15,3,87,Matches,24-338,2000,21.2,47,2.21,32,1,3,3,5,3,5,0.24,5,0,0,0,0,0,Matches,24-338,2000,21.2,42,28,17,22,3,20,40,50.0,20,25,10,15,26,68,27,1,Matches,24-338,2000,21.2,1259,49,301,701,279,31,1259,29,17,58.6,9,31.0,698,3725,1573,29,30,4,21,23,868,38,Matches,24-338,2000,21.2,5,0,0,33,38,2,26,26,28,1,0,0,137,10,9,52.6,Matches
Santiago Bueno,URU,DF,Wolves,26-153,1998,24,17,1536,17.1,0,0,0,0,0,0,2,0,0.4,0.4,0.0,0.4,1,27,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches,,,,,,,,,,,,,,,,,,,,,,,26-153,1998,17.1,0,6,3,50.0,0.35,0.18,0.00,0.00,14.0,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches,26-153,1998,17.1,689,783,88.0,12663,3939,243,262,92.7,387,413,93.7,48,85,56.5,0,0.0,0.1,0.0,0,21,1,0,27,Matches,26-153,1998,17.1,11,0.64,9,1,0,0,0,1,4,0.23,3,0,0,0,0,1,Matches,26-153,1998,17.1,32,16,21,10,1,13,17,76.5,4,32,18,14,14,46,57,0,Matches,26-153,1998,17.1,937,151,475,447,18,6,937,2,0,0.0,2,100.0,514,2613,1376,1,2,0,2,2,614,1,Matches,26-153,1998,17.1,2,0,0,25,5,0,0,14,16,0,0,0,40,34,31,52.3,Matches
Saša Lukić,SRB,MF,Fulham,28-241,1996,24,23,1879,20.9,0,2,2,0,0,0,12,0,0.8,0.8,2.6,3.4,32,75,26,0.00,0.10,0.10,0.00,0.10,0.04,0.12,0.16,0.04,0.16,Matches,,,,,,,,,,,,,,,,,,,,,,,28-241,1996,20.9,0,12,1,8.3,0.57,0.05,0.00,0.00,19.9,0,0,0,0.8,0.8,0.07,-0.8,-0.8,Matches,28-241,1996,20.9,904,1032,87.6,15271,3676,431,467,92.3,391,424,92.2,70,101,69.3,2,2.6,1.2,-0.6,21,81,11,4,75,Matches,28-241,1996,20.9,44,2.11,27,11,0,4,1,1,2,0.10,1,0,0,1,0,0,Matches,28-241,1996,20.9,56,31,15,36,5,16,45,35.6,29,16,6,10,22,78,29,0,Matches,28-241,1996,20.9,1217,44,263,698,268,12,1217,13,6,46.2,4,30.8,683,3661,1827,32,33,3,18,7,782,26,Matches,28-241,1996,20.9,12,0,0,54,24,0,52,22,31,0,0,0,96,18,18,50.0,Matches
Sean Longstaff,ENG,MF,Newcastle Utd,27-163,1997,22,8,772,8.6,0,0,0,0,0,0,2,0,0.6,0.6,0.2,0.8,4,38,20,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.09,0.07,0.09,Matches,,,,,,,,,,,,,,,,,,,,,,,27-163,1997,8.6,0,6,1,16.7,0.70,0.12,0.00,0.00,13.5,0,0,0,0.6,0.6,0.10,-0.6,-0.6,Matches,27-163,1997,8.6,277,329,84.2,4119,1130,154,177,87.0,102,111,91.9,14,21,66.7,0,0.2,0.2,-0.2,4,25,1,0,38,Matches,27-163,1997,8.6,14,1.63,12,0,1,1,0,0,2,0.23,1,0,0,1,0,0,Matches,27-163,1997,8.6,27,16,10,9,8,18,27,66.7,9,15,4,11,6,33,6,0,Matches,27-163,1997,8.6,406,20,111,182,116,21,406,6,2,33.3,3,50.0,235,1132,415,4,10,2,8,7,291,20,Matches,27-163,1997,8.6,2,0,0,9,6,0,5,6,16,0,0,0,30,7,7,50.0,Matches
Sepp van den Berg,NED,DF,Brentford,23-112,2001,24,22,1956,21.7,0,0,0,0,0,0,2,0,1.3,1.3,0.2,1.5,7,58,26,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.07,0.06,0.07,Matches,,,,,,,,,,,,,,,,,,,,,,,23-112,2001,21.7,0,13,4,30.8,0.60,0.18,0.00,0.00,11.3,0,0,0,1.3,1.3,0.10,-1.3,-1.3,Matches,23-112,2001,21.7,797,951,83.8,13543,4405,360,415,86.7,377,427,88.3,52,80,65.0,0,0.2,0.5,-0.2,4,49,3,1,58,Matches,23-112,2001,21.7,19,0.87,18,0,0,0,1,0,2,0.09,1,0,0,0,1,0,Matches,23-112,2001,21.7,31,18,19,8,4,14,23,60.9,9,45,31,14,18,49,100,2,Matches,23-112,2001,21.7,1209,218,603,459,149,38,1209,7,4,57.1,3,42.9,509,2398,1187,7,9,0,13,5,665,26,Matches,23-112,2001,21.7,2,0,0,18,5,1,7,18,18,1,0,0,75,71,62,53.4,Matches
Sergio Reguilón,ESP,DF,Tottenham,28-116,1996,3,0,123,1.4,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,4,12,10,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07,Matches,,,,,,,,,,,,,,,,,,,,,,,28-116,1996,1.4,0,1,0,0.0,0.73,0.00,0.00,,5.4,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,28-116,1996,1.4,73,105,69.5,1144,410,33,44,75.0,36,47,76.6,3,9,33.3,0,0.0,0.2,0.0,1,11,2,1,12,Matches,28-116,1996,1.4,1,0.73,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,28-116,1996,1.4,4,3,1,3,0,2,3,66.7,1,4,0,4,2,6,3,0,Matches,28-116,1996,1.4,121,2,28,61,33,3,121,4,2,50.0,0,0.0,64,293,180,4,2,1,1,1,74,10,Matches,28-116,1996,1.4,2,0,0,2,5,0,10,2,3,0,0,0,9,5,2,71.4,Matches
Simon Adingra,CIV,"FW,MF",Brighton,23-100,2002,22,7,743,8.3,2,1,3,2,0,0,0,0,1.6,1.6,1.4,3.0,27,12,96,0.24,0.12,0.36,0.24,0.36,0.19,0.17,0.36,0.19,0.36,Matches,,,,,,,,,,,,,,,,,,,,,,,23-100,2002,8.3,2,18,5,27.8,2.18,0.61,0.11,0.40,16.6,0,0,0,1.6,1.6,0.09,+0.4,+0.4,Matches,23-100,2002,8.3,193,259,74.5,2731,580,120,140,85.7,56,76,73.7,11,21,52.4,1,1.4,1.9,-0.4,10,4,9,3,12,Matches,23-100,2002,8.3,28,3.39,20,0,4,4,0,0,4,0.48,3,0,1,0,0,0,Matches,23-100,2002,8.3,14,7,7,5,2,6,18,33.3,12,7,0,7,7,21,4,1,Matches,23-100,2002,8.3,374,6,52,115,212,48,374,35,15,42.9,20,57.1,246,1626,759,27,15,13,29,9,262,96,Matches,23-100,2002,8.3,0,0,0,9,1,2,26,7,7,0,0,0,33,4,1,80.0,Matches
